wob,incl,tp,fbit,dtft,ft
30.0,45.0,-0.0,-14622.5509,5.68,21110.8358
30.0,45.0,0.5,-13379.9294,5.68,19940.3045
30.0,45.0,5.8838,11.1922,5.68,7313.6467
30.0,45.0,5.8793,-0.01,5.68,7324.2207
