wob,incl,tp,fbit,dtft,ft
20.0,25.0,-0.0,726.2771,45.0,1594.8633
20.0,25.0,-0.5,637.3423,45.0,1639.5707
20.0,25.0,-4.0832,-188.1429,22.5,511.2513
20.0,25.0,-3.2665,25.9557,22.5,324.1522
20.0,25.0,-3.3655,-0.001,22.5,346.8348
