wob,incl,tp,fbit,dtft,ft
20.0,55.0,-0.0,-4367.7754,2.85,6740.1643
20.0,55.0,0.5,-3209.3849,2.85,5620.5148
20.0,55.0,1.8853,0.4379,2.85,2517.9824
