wob,incl,tp,fbit,dtft,ft
40.0,30.0,-0.0,1073.9797,37.03,2475.1964
40.0,30.0,-0.5,831.5943,2.85,82.3838
40.0,30.0,-2.2154,-0.0,2.85,367.0347
