wob,incl,tp,fbit,dtft,ft
60.0,55.0,-0.0,-4564.6548,2.85,6953.528
60.0,55.0,0.5,-3551.6332,2.85,6051.2155
60.0,55.0,2.253,0.8929,2.85,2886.7116
