wob,incl,tp,fbit,dtft,ft
20.0,30.0,-0.0,856.731,45.0,1913.5413
20.0,30.0,-0.5,767.5842,45.0,1956.8335
20.0,30.0,-4.8052,-310.4481,22.5,843.4156
20.0,30.0,-3.5654,14.6435,22.5,560.6763
20.0,30.0,-3.6212,-0.001,22.5,573.4123
