wob,incl,tp,fbit,dtft,ft
40.0,50.0,-0.0,1101.0535,22.5,495.8097
40.0,50.0,-0.5,951.1405,22.5,569.6443
40.0,50.0,-3.6723,0.1367,22.5,1037.2447
