wob,incl,tp,fbit,dtft,ft
20.0,50.0,-0.0,1182.6539,22.5,328.0392
20.0,50.0,-0.5,1051.2488,22.5,439.7047
20.0,50.0,-4.5,0.0332,22.5,1332.86
