wob,incl,tp,fbit,dtft,ft
35.0,60.0,-0.0,-15724.5244,5.68,23146.371
35.0,60.0,0.5,-14517.4587,5.68,22040.4508
35.0,60.0,6.5135,124.5058,5.68,8560.2194
35.0,60.0,6.4624,-2.3292,5.68,8678.0935
35.0,60.0,6.4633,-0.0,5.68,8675.9289
