wob,incl,tp,fbit,dtft,ft
30.0,25.0,-0.0,719.2497,45.0,1614.6173
30.0,25.0,-0.5,613.2344,45.0,1622.4863
30.0,25.0,-3.3922,-109.4432,22.5,303.302
30.0,25.0,-2.9542,13.3651,22.5,220.3089
30.0,25.0,-3.0019,-0.0002,22.5,229.341
