wob,incl,tp,fbit,dtft,ft
40.0,25.0,-0.0,711.2758,45.0,1637.1872
40.0,25.0,-0.5,588.3988,45.0,1607.6574
40.0,25.0,-2.8943,-63.2573,22.5,179.318
40.0,25.0,-2.6618,6.1338,22.5,144.5128
40.0,25.0,-2.6824,-0.0,22.5,147.5894
