depth,dtb,radius,od,incl,hdng,x,y,dx,dy,dz,fx,fy,fz,friction,fn,fs
264.99999999999994,0.0,4.5,4.5,29.999999999999996,59.99999999999999,0.0,0.0,0.0,0.0,-0.0,-0.00022,0.0,-444.92269,0.0,-29555.07731,0.0
253.74999999999997,11.25,4.5,3.5,30.364577267496998,59.99999999999999,-0.4295067498715152,0.0,-0.9113,-0.0,-0.0042,-0.0,-0.0,-886.55833,0.0,-28668.51898,0.0
242.49999999999997,22.5,4.5,3.5,30.729154534993995,59.99999999999999,-1.7180096093718373,0.0,-1.0,-0.0,-0.0083,443.22707,0.0,-883.2354,0.0,-27785.28358,0.0
231.24999999999997,33.75,4.5,3.5,31.093731802490993,59.99999999999999,-3.8654564088624244,0.0,-0.5581,-0.0,-0.0123,-0.0,-0.0,-879.87671,0.0,-26905.40687,0.0
219.99999999999997,45.0,4.5,4.5,31.458309069987994,59.99999999999999,-6.871760201292693,0.0,0.0,0.0,-0.0162,1580.15591,-0.0,-827.78892,0.0,-26077.61795,0.0
209.99999999999997,55.0,4.5,3.5,31.782377752207548,59.99999999999999,-10.264947164711685,0.0,0.2123,0.0,-0.0195,-0.0,-0.0,-776.38704,0.0,-25301.23091,0.0
199.99999999999997,65.0,4.5,3.5,32.106446434427106,59.99999999999999,-14.336532698530448,0.0,0.2019,0.0,-0.0227,-0.0,-0.0,-773.65379,0.0,-24527.57712,0.0
189.99999999999997,75.0,4.5,4.5,32.43051511664666,60.00000000000001,-19.086386548689802,1.4225614765736887e-14,0.0,0.0,-0.0258,1366.85122,0.0,-881.02375,0.0,-23646.55337,0.0
177.1428571428571,87.85714285714285,4.5,3.5,32.84717485092894,59.99999999999999,-26.189739805604933,3.27025543214553e-14,-0.5466,-0.0,-0.0297,-0.0,-0.0,-986.546,0.0,-22660.00737,0.0
164.28571428571425,100.71428571428571,4.5,3.5,33.26383458521122,59.99999999999999,-34.413684306950564,3.27025543214553e-14,-0.9327,-0.0,-0.0334,-0.0,-0.0,-981.8881,0.0,-21678.11927,0.0
151.42857142857142,113.57142857142856,4.5,3.5,33.680494319493505,59.99999999999999,-43.75778514606784,3.27025543214553e-14,-1.0,-0.0,-0.0369,1195.64573,0.0,-977.17828,0.0,-20700.94099,0.0
138.57142857142856,126.4285714285714,4.5,3.5,34.09715405377578,59.99999999999999,-54.22154817909719,3.27025543214553e-14,-1.0,0.0,-0.0403,648.03002,-0.0,-972.41679,0.0,-19728.5242,0.0
125.71428571428571,139.28571428571425,4.5,3.5,34.513813788058066,59.99999999999999,-65.80442005111033,3.27025543214553e-14,-0.8287,0.0,-0.0435,-0.0,-0.0,-967.60386,0.0,-18760.92034,0.0
112.85714285714285,152.1428571428571,4.5,3.5,34.93047352234035,59.99999999999999,-78.50578822537308,3.27025543214553e-14,-0.3519,0.0,-0.0466,-0.0,-0.0,-962.73977,0.0,-17798.18057,0.0
100.0,164.99999999999997,4.5,4.5,35.34713325662263,59.99999999999999,-92.3249810157384,3.27025543214553e-14,0.0,0.0,-0.0495,2612.25346,-0.0,-944.52165,0.0,-16853.65892,0.0
87.5,177.49999999999997,4.5,3.5,35.752219109397075,59.99999999999999,-106.83129168358164,3.27025543214553e-14,-0.3693,-0.0,-0.0522,-0.0,-0.0,-926.52557,0.0,-15927.13335,0.0
75.0,189.99999999999997,4.5,3.5,36.157304962171516,59.99999999999999,-122.39277237223234,3.27025543214553e-14,-0.8388,-0.0,-0.0547,-0.0,-0.0,-921.7863,0.0,-15005.34704,0.0
62.5,202.49999999999997,4.5,3.5,36.56239081494596,59.99999999999999,-139.0086452278567,3.27025543214553e-14,-1.0,-0.0,-0.0571,801.77429,0.0,-917.00096,0.0,-14088.34608,0.0
50.0,214.99999999999997,4.5,3.5,36.9674766677204,59.99999999999999,-156.6780796919327,3.27025543214553e-14,-1.0,-0.0,-0.0593,902.34183,0.0,-912.16978,0.0,-13176.17631,0.0
37.5,227.49999999999997,4.5,3.5,37.37256252049484,59.99999999999999,-175.40019254276612,3.27025543214553e-14,-1.0,0.0,-0.0614,778.36181,-0.0,-907.293,0.0,-12268.88331,0.0
25.0,239.99999999999997,4.5,3.5,37.77764837326929,59.99999999999999,-195.17404793963922,3.27025543214553e-14,-1.0,0.0,-0.0634,305.92498,-0.0,-902.37087,0.0,-11366.51243,0.0
12.5,252.49999999999997,4.5,3.5,38.18273422604373,59.99999999999999,-215.99865746958946,3.27025543214553e-14,-1.0,0.0,-0.0652,2429.5895,-0.0,-897.40364,0.0,-10469.1088,0.0
0.0,264.99999999999994,4.5,3.5,38.58782007881817,59.99999999999999,-237.87298019681626,3.27025543214553e-14,-1.0,0.0,-0.0668,-901.45892,0.0,-10469.1088,0.0,-10022.91303,0.0
