wob,incl,tp,fbit,dtft,ft
20.0,45.0,-0.0,1130.6422,22.5,201.9102
20.0,45.0,-0.5,999.3231,22.5,314.214
20.0,45.0,-4.3049,0.0313,22.5,1168.6954
