wob,incl,tp,fbit,dtft,ft
40.0,35.0,-0.0,1235.0214,37.03,2820.5067
40.0,35.0,-0.5,481.2621,2.85,645.71
40.0,35.0,-0.8192,-0.0,2.85,1058.1354
