wob,incl,tp,fbit,dtft,ft
60.0,50.0,-0.0,-4255.4149,2.85,6486.237
60.0,50.0,0.5,-3240.2626,2.85,5581.2215
60.0,50.0,2.0959,0.7037,2.85,2691.7051
