wob,incl,tp,fbit,dtft,ft
40.0,40.0,-0.0,1262.6492,2.85,136.5564
40.0,40.0,-0.5,151.8761,2.85,1175.4365
40.0,40.0,-0.5684,0.004,2.85,1317.4789
