wob,incl,tp,fbit,dtft,ft
40.0,35.0,-0.0,931.7784,22.5,81.9007
40.0,35.0,-0.5,782.3989,22.5,155.7424
40.0,35.0,-3.1188,0.0586,22.5,542.1717
