wob,incl,tp,fbit,dtft,ft
40.0,45.0,-0.0,-14640.1834,5.68,21031.3778
40.0,45.0,0.5,-13431.4143,5.68,19929.1369
40.0,45.0,6.0558,11.7245,5.68,7657.219
40.0,45.0,6.051,-0.013,5.68,7667.9477
