wob,incl,tp,fbit,dtft,ft
20.0,15.0,-0.0,450.2765,45.0,919.9899
20.0,15.0,-0.5,361.6445,45.0,966.9108
20.0,15.0,-2.5401,0.0347,45.0,1157.7722
