wob,incl,tp,fbit,dtft,ft
30.0,40.0,-0.0,1033.1733,22.5,148.2284
30.0,40.0,-0.5,892.6785,22.5,242.1767
30.0,40.0,-3.6769,0.8857,22.5,833.9129
