depth,dtb,radius,od,incl,hdng,x,y,dx,dy,dz,fx,fy,fz,friction,fn,fs
264.99999999999994,0.0,4.5,4.5,45.0,59.99999999999999,0.0,0.0,0.0,0.0,-0.0,0.77932,0.0,-363.27785,0.0,-39636.72215,0.0
253.74999999999997,11.25,4.5,3.5,45.393870372348594,59.99999999999999,-0.4640166869294804,0.0,-0.9381,-0.0,-0.0057,-0.0,-0.0,-721.54399,0.0,-38915.17816,0.0
242.49999999999997,22.5,4.5,3.5,45.787740744697196,59.99999999999999,-1.8560448200093926,0.0,-1.0,-0.0,-0.0112,886.62454,0.0,-716.49817,0.0,-38198.67999,0.0
231.24999999999997,33.75,4.5,3.5,46.18161111704579,59.99999999999999,-4.176018617150143,0.0,-0.5558,-0.0,-0.0167,-0.0,-0.0,-711.4185,0.0,-37487.26148,0.0
219.99999999999997,45.0,4.5,4.5,46.575481489394384,59.99999999999999,-7.423828444989875,0.0,0.0,-0.0,-0.0221,1761.02857,-0.0,-667.06603,0.0,-36820.19545,0.0
209.99999999999997,55.0,4.5,3.5,46.92558848703759,59.99999999999999,-11.089569984107634,0.0,0.2075,0.0,-0.0267,-0.0,-0.0,-623.76181,0.0,-36196.43364,0.0
199.99999999999997,65.0,4.5,3.5,47.27569548468078,59.99999999999999,-15.488158697634644,0.0,0.2027,0.0,-0.0313,-0.0,-0.0,-619.67348,0.0,-35576.76016,0.0
189.99999999999997,75.0,4.5,4.5,47.62580248232398,60.00000000000001,-20.619430349585112,1.9629533526322653e-14,0.0,0.0,-0.0359,1726.37395,0.0,-703.49943,0.0,-34873.26073,0.0
177.1428571428571,87.85714285714285,4.5,3.5,48.07594005072237,59.99999999999999,-28.293071270421166,4.5028669081443115e-14,-0.5928,-0.0,-0.0416,-0.0,-0.0,-784.59695,0.0,-34088.66378,0.0
164.28571428571425,100.71428571428571,4.5,3.5,48.52607761912077,59.99999999999999,-37.17709036539252,4.5028669081443115e-14,-0.9814,-0.0,-0.0471,-0.0,-0.0,-777.70862,0.0,-33310.95516,0.0
151.42857142857142,113.57142857142856,4.5,3.5,48.976215187519166,59.99999999999999,-47.27093929124399,4.5028669081443115e-14,-1.0,-0.0,-0.0526,1482.18775,0.0,-770.77228,0.0,-32540.18288,0.0
138.57142857142856,126.4285714285714,4.5,3.5,49.426352755917556,59.99999999999999,-58.57399503108216,4.5028669081443115e-14,-1.0,0.0,-0.0579,869.9852,-0.0,-763.78836,0.0,-31776.39452,0.0
125.71428571428571,139.28571428571425,4.5,3.5,49.87649032431595,59.99999999999999,-71.08555993282957,4.5028669081443115e-14,-0.8678,0.0,-0.0631,-0.0,-0.0,-756.75731,0.0,-31019.63721,0.0
112.85714285714285,152.1428571428571,4.5,3.5,50.32662789271435,59.99999999999999,-84.80486175228542,4.5028669081443115e-14,-0.3844,0.0,-0.0682,-0.0,-0.0,-749.67954,0.0,-30269.95767,0.0
100.0,164.99999999999997,4.5,4.5,50.776765461112745,59.99999999999999,-99.7310537007904,4.5028669081443115e-14,0.0,0.0,-0.0731,2905.14272,-0.0,-732.24224,0.0,-29537.71543,0.0
87.5,177.49999999999997,4.5,3.5,51.21439920816673,59.99999999999999,-115.39882108006186,4.5028669081443115e-14,-0.3859,-0.0,-0.0778,-0.0,-0.0,-715.15249,0.0,-28822.56295,0.0
75.0,189.99999999999997,4.5,3.5,51.652032955220726,59.99999999999999,-132.20557565632734,4.5028669081443115e-14,-0.8615,-0.0,-0.0824,-0.0,-0.0,-708.33429,0.0,-28114.22866,0.0
62.5,202.49999999999997,4.5,3.5,52.08966670227472,59.99999999999999,-150.1503369058982,4.5028669081443115e-14,-1.0,-0.0,-0.0869,1070.56957,0.0,-701.47476,0.0,-27412.7539,0.0
50.0,214.99999999999997,4.5,3.5,52.527300449328706,59.99999999999999,-169.2320579125829,4.5028669081443115e-14,-1.0,-0.0,-0.0912,911.36394,0.0,-694.57431,0.0,-26718.17959,0.0
37.5,227.49999999999997,4.5,3.5,52.9649341963827,59.99999999999999,-189.4496254287653,4.5028669081443115e-14,-1.0,0.0,-0.0955,896.81863,-0.0,-687.63334,0.0,-26030.54625,0.0
25.0,239.99999999999997,4.5,3.5,53.402567943436694,59.99999999999999,-210.8018599403526,4.5028669081443115e-14,-1.0,0.0,-0.0996,344.55945,-0.0,-680.65225,0.0,-25349.894,0.0
12.5,252.49999999999997,4.5,3.5,53.84020169049068,59.99999999999999,-233.28751573558955,4.5028669081443115e-14,-1.0,0.0,-0.1036,2656.02063,-0.0,-673.63145,0.0,-24676.26255,0.0
0.0,264.99999999999994,4.5,3.5,54.277835437544674,59.99999999999999,-256.9052809777344,4.5028669081443115e-14,-1.0,0.0,-0.1076,-922.02893,0.0,-24676.26255,0.0,-24342.97687,0.0
