wob,incl,tp,fbit,dtft,ft
40.0,45.0,-0.0,1049.1007,22.5,369.796
40.0,45.0,-0.5,899.275,22.5,444.2611
40.0,45.0,-3.5011,0.7793,22.5,886.6245
