wob,incl,tp,fbit,dtft,ft
35.0,50.0,-0.0,-15048.0164,5.68,21857.2307
35.0,50.0,0.5,-13828.0132,5.68,20730.2024
35.0,50.0,6.1672,42.2772,5.68,7889.7508
35.0,50.0,6.1499,-0.0505,5.68,7928.9884
