wob,incl,tp,fbit,dtft,ft
60.0,35.0,-0.0,1220.9208,37.03,2849.1587
60.0,35.0,-0.5,340.0857,2.85,756.4182
60.0,35.0,-0.693,-0.0,2.85,1048.4138
