wob,incl,tp,fbit,dtft,ft
30.0,20.0,-0.0,584.7063,45.0,1279.1934
30.0,20.0,-0.5,478.8654,45.0,1288.2392
30.0,20.0,-2.7622,-2.6567,22.5,7.3432
30.0,20.0,-2.7497,0.8422,22.5,4.9674
