wob,incl,tp,fbit,dtft,ft
20.0,35.0,-0.0,1248.4278,37.03,2794.2873
20.0,35.0,-0.5,621.47,2.85,535.9514
20.0,35.0,-0.9956,-0.0,2.85,1068.3013
