wob,incl,tp,fbit,dtft,ft
30.0,45.0,-0.0,1089.9412,22.5,285.633
30.0,45.0,-0.5,949.367,22.5,378.9999
30.0,45.0,-3.8767,0.1426,22.5,1008.7135
