wob,incl,tp,fbit,dtft,ft
35.0,35.0,-0.0,-13682.6871,5.68,19280.3441
35.0,35.0,0.5,-12451.7105,5.68,18133.9546
35.0,35.0,5.5577,11.2631,5.68,6516.814
35.0,35.0,5.5531,-0.0043,5.68,6527.3244
