wob,incl,tp,fbit,dtft,ft
30.0,55.0,-0.0,-15399.8837,5.68,22585.4472
30.0,55.0,0.5,-14169.3606,5.68,21434.6932
30.0,55.0,6.2575,69.2032,5.68,8080.3889
30.0,55.0,6.2295,-0.119,5.68,8145.5088
