depth,dtb,radius,od,incl,hdng,x,y,dx,dy,dz,fx,fy,fz,friction,fn,fs
328.7799999999999,0.0,8.75,8.75,55.0,59.99999999999999,0.0,0.0,0.0,-0.0,-0.0,-0.11896,-0.02243,-78.50924,0.0,-29921.49076,0.0
327.3399999999999,1.4400000000000002,8.75,4.75,54.91029561377282,59.99999999999999,0.013527101375196048,0.0,0.0402,0.0,-0.0004,-0.0,-0.0,-233.10812,0.0,-29688.38264,0.0
324.3399999999999,4.44,8.75,4.75,54.723411475799516,59.99999999999999,0.12860121705627645,0.0,0.0365,0.0,-0.0011,-0.0,-0.0,-219.55448,0.0,-29468.82816,0.0
323.09999999999997,5.68,8.75,8.75,54.64616603210389,59.99999999999999,0.21046273846796332,0.0,0.0,0.0,-0.0014,8145.50883,0.021,-274.80532,0.0,-29194.02284,0.0
319.05999999999995,9.72,8.75,4.75,54.39449539296652,59.99999999999999,0.6163232680924442,0.0,-0.2515,-0.0,-0.0023,-0.0,-0.0,-438.89132,0.0,-28755.13151,0.0
315.31499999999994,13.465000000000002,8.75,4.75,54.16120169406319,59.99999999999998,1.1827284637862217,-8.101273479832228e-15,-0.623,-0.0,-0.0032,-0.0,-0.0,-457.22904,0.0,-28297.90247,0.0
311.56999999999994,17.21,8.75,4.75,53.92790799515985,59.99999999999999,1.9320980625979531,-1.6178757461365506e-14,-1.0769,-0.0,-0.0041,-0.0,-0.0,-459.8029,0.0,-27838.09958,0.0
307.82499999999993,20.955000000000002,8.75,4.75,53.69461429625652,59.99999999999999,2.864419640676952,-1.6178757461365506e-14,-1.5701,-0.0,-0.005,-0.0,-0.0,-462.36913,0.0,-27375.73044,0.0
304.0799999999999,24.700000000000003,8.75,4.75,53.461320597353186,59.99999999999999,3.979677740998948,-1.6178757461365506e-14,-2.0659,-0.0,-0.0058,-0.0,-0.0,-464.9277,0.0,-26910.80274,0.0
300.3349999999999,28.445000000000004,8.75,4.75,53.22802689844985,59.99999999999999,5.277853873622341,-1.6178757461365506e-14,-2.5341,-0.0,-0.0067,-0.0,-0.0,-467.47857,0.0,-26443.32417,0.0
296.5899999999999,32.190000000000005,8.75,4.75,52.994733199546516,59.99999999999999,6.758926515994755,-1.6178757461365506e-14,-2.9514,-0.0,-0.0075,-0.0,-0.0,-470.02168,0.0,-25973.3025,0.0
292.84499999999997,35.935,8.75,4.75,52.761439500643185,59.99999999999999,8.422871113309867,-1.6178757461365506e-14,-3.3013,-0.0,-0.0083,-0.0,-0.0,-472.557,0.0,-25500.7455,0.0
289.09999999999997,39.68,8.75,4.75,52.528145801739846,59.99999999999999,10.26966007891449,-1.6178757461365506e-14,-3.574,-0.0,-0.0091,-0.0,-0.0,-475.08448,0.0,-25025.66102,0.0
285.35499999999996,43.425000000000004,8.75,4.75,52.294852102836515,59.99999999999999,12.299262794765944,-1.6178757461365506e-14,-3.7667,-0.0,-0.0099,-0.0,-0.0,-477.60409,0.0,-24548.05692,0.0
281.60999999999996,47.17000000000001,8.75,4.8125,52.061558403933184,59.99999999999999,14.511645611939674,-1.6178757461365506e-14,-3.8834,-0.0,-0.0106,-0.0,-0.0,-493.13992,0.0,-24054.917,0.0
