wob,incl,tp,fbit,dtft,ft
40.0,40.0,-0.0,-14179.2043,5.68,20164.667
40.0,40.0,0.5,-12967.4665,5.68,19056.9011
40.0,40.0,5.8508,8.6136,5.68,7183.2649
40.0,40.0,5.8472,-0.0087,5.68,7191.1638
