wob,incl,tp,fbit,dtft,ft
40.0,60.0,-0.0,-15734.7828,5.68,23106.7031
40.0,60.0,0.5,-14545.6832,5.68,22036.2552
40.0,60.0,6.6163,149.2443,5.68,8729.3701
40.0,60.0,6.5541,-2.6992,5.68,8868.2813
40.0,60.0,6.5552,-0.0001,5.68,8865.8137
