wob,incl,tp,fbit,dtft,ft
40.0,15.0,-0.0,440.8588,45.0,947.2321
40.0,15.0,-0.5,318.2846,45.0,919.8678
40.0,15.0,-1.7983,-0.0022,45.0,848.7019
