wob,incl,tp,fbit,dtft,ft
30.0,60.0,-0.0,-15714.7298,5.68,23186.5318
30.0,60.0,0.5,-14489.7372,5.68,22045.1364
30.0,60.0,6.4142,98.721,5.68,8399.849
30.0,60.0,6.3742,-1.9081,5.68,8494.847
30.0,60.0,6.375,-0.0,5.68,8493.0458
