wob,incl,tp,fbit,dtft,ft
60.0,40.0,-0.0,1053.3245,2.85,351.3948
60.0,40.0,-0.5,5.079,2.85,1292.4058
60.0,40.0,-0.5024,0.0001,2.85,1296.9651
