wob,incl,tp,fbit,dtft,ft
20.0,40.0,-0.0,1400.8,37.03,3116.9722
20.0,40.0,-0.5,297.3769,2.85,1059.7952
20.0,40.0,-0.6348,-0.0,2.85,1345.4518
