wob,incl,tp,fbit,dtft,ft
30.0,50.0,-0.0,-15038.7532,5.68,21896.9935
30.0,50.0,0.5,-13799.3803,5.68,20732.5129
30.0,50.0,6.0671,13.9134,5.68,7739.2459
30.0,50.0,6.0615,-0.0151,5.68,7752.3636
