wob,incl,tp,fbit,dtft,ft
40.0,50.0,-0.0,-4161.4228,2.85,6384.4152
40.0,50.0,0.5,-3071.5831,2.85,5368.5141
40.0,50.0,1.9092,0.486,2.85,2504.7743
