wob,incl,tp,fbit,dtft,ft
40.0,50.0,-0.0,-15056.0698,5.68,21815.7084
40.0,50.0,0.5,-13857.5549,5.68,20728.9134
40.0,50.0,6.2811,95.8608,5.68,8024.5702
40.0,50.0,6.2414,-0.1201,5.68,8112.0854
