wob,incl,tp,fbit,dtft,ft
35.0,30.0,-0.0,-13161.2686,5.68,18293.7774
35.0,30.0,0.5,-11927.8499,5.68,17142.8752
35.0,30.0,5.3353,15.2426,5.68,5987.6584
35.0,30.0,5.3291,-0.2681,5.68,6002.2627
