wob,incl,tp,fbit,dtft,ft
40.0,55.0,-0.0,-15419.836,5.68,22506.5136
40.0,55.0,0.5,-14224.537,5.68,21425.8346
40.0,55.0,6.4502,87.4869,5.68,8436.8749
40.0,55.0,6.4138,-1.8068,5.68,8518.7783
40.0,55.0,6.4146,-0.0,5.68,8517.121
