wob,incl,tp,fbit,dtft,ft
35.0,45.0,-0.0,-14630.9226,5.68,21070.5768
35.0,45.0,0.5,-13405.2176,5.68,19934.2028
35.0,45.0,5.9684,11.4679,5.68,7482.3865
35.0,45.0,5.9637,-0.0122,5.68,7493.0538
