wob,incl,tp,fbit,dtft,ft
20.0,30.0,-0.0,1086.581,37.03,2450.6397
20.0,30.0,-0.5,946.9737,37.03,2570.8515
20.0,30.0,-3.8916,-0.0,2.85,14.9424
