wob,incl,tp,fbit,dtft,ft
20.0,45.0,-0.0,-3747.4369,2.85,5789.6091
20.0,45.0,0.5,-2585.4595,2.85,4665.3638
20.0,45.0,1.6125,0.2577,2.85,2163.5767
