wob,incl,tp,fbit,dtft,ft
40.0,45.0,-0.0,-3827.2526,2.85,5875.8091
40.0,45.0,0.5,-2735.5719,2.85,4857.5607
40.0,45.0,1.7529,0.3649,2.85,2305.5896
