wob,incl,tp,fbit,dtft,ft
60.0,30.0,-0.0,1060.8383,37.03,2501.3708
60.0,30.0,-0.5,696.3908,2.85,186.4391
60.0,30.0,-1.4554,-0.0,2.85,541.5998
