wob,incl,tp,fbit,dtft,ft
30.0,40.0,-0.0,-14168.8554,5.68,20252.3861
30.0,40.0,0.5,-12923.2948,5.68,19076.3585
30.0,40.0,5.6877,9.3828,5.68,6855.092
30.0,40.0,5.684,-0.0144,5.68,6863.9834
