wob,incl,tp,fbit,dtft,ft
30.0,50.0,-0.0,1141.9231,22.5,411.7063
30.0,50.0,-0.5,1001.2622,22.5,504.4388
30.0,50.0,-4.0591,0.0201,22.5,1164.3906
