wob,incl,tp,fbit,dtft,ft
20.0,50.0,-0.0,-4073.6147,2.85,6289.4447
20.0,50.0,0.5,-2913.363,2.85,5167.4105
20.0,50.0,1.7555,0.3441,2.85,2349.6324
