wob,incl,tp,fbit,dtft,ft
35.0,40.0,-0.0,-14173.6449,5.68,20208.0688
35.0,40.0,0.5,-12944.9607,5.68,19066.1501
35.0,40.0,5.7678,8.666,5.68,7016.6543
35.0,40.0,5.7643,-0.0138,5.68,7024.7392
