wob,incl,tp,fbit,dtft,ft
40.0,55.0,-0.0,-4462.8204,2.85,6843.0802
40.0,55.0,0.5,-3374.9668,2.85,5829.7114
40.0,55.0,2.0512,0.6177,2.85,2685.1356
