wob,incl,tp,fbit,dtft,ft
40.0,30.0,-0.0,-13158.7236,5.68,18241.1782
40.0,30.0,0.5,-11942.3222,5.68,17124.5328
40.0,30.0,5.4089,16.8848,5.68,6133.892
40.0,30.0,5.4019,-0.2031,5.68,6149.6903
