wob,incl,tp,fbit,dtft,ft
60.0,45.0,-0.0,-3912.5881,2.85,5968.1142
60.0,45.0,0.5,-2895.4614,2.85,5060.5939
60.0,45.0,1.9234,0.5294,2.85,2476.5485
