wob,incl,tp,fbit,dtft,ft
35.0,55.0,-0.0,-15409.5674,5.68,22545.6543
35.0,55.0,0.5,-14196.6158,5.68,21429.9102
35.0,55.0,6.3521,74.0369,5.68,8260.861
35.0,55.0,6.3217,-0.1655,5.68,8329.4655
